OWNER,GF3_CODE,MEDS:index,MEDS:GF3_CODE,MEDS:OWNER,MEDS:STATUS,MEDS:CATEGORY_MEANING_E,MEDS:CATEGORY_MEANING_F,MEDS:UNITS_DESCRIPTOR_E,MEDS:UNITS_DESCRIPTOR_F,MEDS:CF_CODE,MEDS:NETCDF_LONG_NAME,MEDS:WMO_CODE_TABLE_ID,MEDS:CONVENTION,BIO:P01 urn,BIO:P01 name,BIO:P06 name,BIO:OWNER,BIO:CF_CODE,BIO:P06 urn,BIO:GF3_CODE,BIO:units,CF_CODE,NERC:P07 id,NERC:P01 id,NERC:P01 urn
NODC,FTD#,448.0,FTD#,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,dimensionless,sans dimension,,,,,,,,,,,,,,,,
NODC,FTT#,449.0,FTT#,NODC,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,,,,,,,,,,,,,
NODC,GCLL,457.0,GCLL,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,GE1$,463.0,GE1$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,
NODC,GE2$,465.0,GE2$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,
NODC,GG1$,472.0,GG1$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,
NODC,GG2$,474.0,GG2$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,
NODC,GG3$,476.0,GG3$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,
NODC,GGC$,478.0,GGC$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,
NODC,GGCM,481.0,GGCM,NODC,A,Position and navigation,Position et navigation,code table,table de code,,,,,,,,,,,,,,,,
NODC,GGI$,485.0,GGI$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,
NODC,GGST,493.0,GGST,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,text,texte,,,,,,,,,,,,,,,,
NODC,GNCO,497.0,GNCO,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,GNCR,499.0,GNCR,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,GNOX,500.0,GNOX,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,GOCO,501.0,GOCO,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,GOCR,502.0,GOCR,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,HCDT,521.0,HCDT,NODC,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,,,,,,degrees,BIO,,UAAA,HCDT,degrees,,,,
NODC,HCSP,525.0,HCSP,NODC,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,LCSAZZ01,Current speed (Eulerian) in the water body,metres per second,BIO,barotropic_sea_water_x_velocity,UVAA,HCSP,m/s,barotropic_sea_water_x_velocity,http://vocab.nerc.ac.uk/collection/P07/current/CF12N188/,http://vocab.nerc.ac.uk/collection/P01/current/LCSAZZ01/,LCSAZZ01
NODC,HEAD,527.0,HEAD,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,
NODC,HHMM,536.0,HHMM,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,HM2$,543.0,HM2$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,HOUR,551.0,HOUR,NODC,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,,,,,,,,,,,,,
NODC,HTL$,559.0,HTL$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,,,
NODC,ICD$,566.0,ICD$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,
NODC,ICEF,568.0,ICEF,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,
NODC,ICT$,570.0,ICT$,NODC,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,,,
NODC,IDEN,572.0,IDEN,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,INS1,577.0,INS1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,INTE,578.0,INTE,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,INTS,580.0,INTS,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,IST$,585.0,IST$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,
NODC,ITS#,586.0,ITS#,NODC,A,Other physical oceanographic measurements,Autres mesures d'océanographie physique,code table,table de code,,,,,,,,,,,,,,,,
NODC,LALO,590.0,LALO,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,LAT$,593.0,LAT$,NODC,A,Position and navigation,Position et navigation,text,texte,,,,,,,,,,,,,,,,
NODC,LATI,599.0,LATI,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,
NODC,LATP,601.0,LATP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
NODC,LDAT,604.0,LDAT,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,LN2$,607.0,LN2$,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,
NODC,LNC$,608.0,LNC$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,metre,mètre,,,,,,,,,,,,,,,,
NODC,LOAN,610.0,LOAN,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,LON$,613.0,LON$,NODC,A,Position and navigation,Position et navigation,text,texte,,,,,,,,,,,,,,,,
NODC,LONG,619.0,LONG,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,
NODC,LONP,621.0,LONP,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
NODC,LT2$,625.0,LT2$,NODC,A,Position and navigation,Position et navigation,degree(angle),degré(angle),,,,,,,,,,,,,,,,
NODC,LTN#,627.0,LTN#,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,,,,,,,,,,,,,
NODC,LYD$,632.0,LYD$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,MBN$,642.0,MBN$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,MNTH,652.0,MNTH,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,MNTS,653.0,MNTS,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,MRT#,655.0,MRT#,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,
NODC,NAM$,662.0,NAM$,NODC,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,
NODC,NH3$,673.0,NH3$,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,
NODC,NPA$,683.0,NPA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
NODC,NPD$,685.0,NPD$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
NODC,NPS$,687.0,NPS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
NODC,NRP$,690.0,NRP$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
NODC,NSRF,698.0,NSRF,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,NTRA,708.0,NTRA,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,NTRAXXDZ,Concentration of nitrate {NO3- CAS 14797-55-8} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],millimoles per cubic metre,BIO,mole_concentration_of_nitrate_in_sea_water,MMCM,NTRA,mmol/m^3,mole_concentration_of_nitrate_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0806/,http://vocab.nerc.ac.uk/collection/P01/current/NTRAXXDZ/,NTRAXXDZ
NODC,NTRI,712.0,NTRI,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,NTRIXXDZ,Concentration of nitrite {NO2- CAS 14797-65-0} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],millimoles per cubic metre,BIO,mole_concentration_of_nitrite_in_sea_water,MMCM,NTRI,mmol/m^3,mole_concentration_of_nitrite_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/DDAEDBBI/,http://vocab.nerc.ac.uk/collection/P01/current/NTRIXXDZ/,NTRIXXDZ
NODC,NTRZ,716.0,NTRZ,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,NTRZXXDZ,Concentration of nitrate+nitrite {NO3+NO2} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],millimoles per cubic metre,BIO,mole_concentration_of_nitrate_and_nitrite_in_sea_water,MMCM,NTRZ,mmol/m^3,mole_concentration_of_nitrate_and_nitrite_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/DABDADJB/,http://vocab.nerc.ac.uk/collection/P01/current/NTRZXXDZ/,NTRZXXDZ
NODC,NVD$,722.0,NVD$,NODC,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,
NODC,NVS$,724.0,NVS$,NODC,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,
NODC,OCC$,736.0,OCC$,NODC,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,
NODC,OCD$,737.0,OCD$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,OCL#,739.0,OCL#,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,OCP$,741.0,OCP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,OCR$,743.0,OCR$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,OID$,750.0,OID$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,OLS#,753.0,OLS#,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,OMV$,755.0,OMV$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,
NODC,ONM1,757.0,ONM1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,OSI$,763.0,OSI$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,OXYG,771.0,OXYG,NODC,A,Biological Oceanography,Océanographie biologique,micromole per kilogram,micromole par kilogramme,,,,,DOXMZZXX,Concentration of oxygen {O2 CAS 7782-44-7} per unit mass of the water body [dissolved plus reactive particulate phase],micromole per kilogram,BIO,,KGUM,OXYG,umol/kg,,,http://vocab.nerc.ac.uk/collection/P01/current/DOXMZZXX/,DOXMZZXX
NODC,PAR$,781.0,PAR$,NODC,A,Biological Oceanography,Océanographie biologique,microeinstein per metre square per second,microEinstein par mètre carré par seconde,,,,,,,,,,,,,,,,
NODC,PAR1,784.0,PAR1,NODC,A,Biological Oceanography,Océanographie biologique,text,texte,,,,,,,,,,,,,,,,
NODC,PB1$,787.0,PB1$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,
NODC,PBA$,789.0,PBA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,
NODC,PBC$,791.0,PBC$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,
NODC,PBP$,794.0,PBP$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
NODC,PBS$,796.0,PBS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
NODC,PBV$,798.0,PBV$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,
NODC,PCA$,800.0,PCA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,
NODC,PCS$,802.0,PCS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,
NODC,PDID,803.0,PDID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,PDT$,806.0,PDT$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,PEQ$,810.0,PEQ$,NODC,A,Methods,Méthodes,code table,table de code,,,,,,,,,,,,,,,,
NODC,PFL$,813.0,PFL$,NODC,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,
NODC,PFN$,815.0,PFN$,NODC,A,General purpose,Tout usage,number,nombre,,,,,,,,,,,,,,,,
NODC,PFR$,817.0,PFR$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,,,,,,,,,,,,,
NODC,PGID,820.0,PGID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,PH1$,822.0,PH1$,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,
NODC,PHA$,824.0,PHA$,NODC,A,Biological Oceanography,Océanographie biologique,milligram per metre cube,milligramme par mètre cube,,,,,,,,,,,,,,,,
NODC,PHOS,831.0,PHOS,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,PHOSYYDZ,Concentration of phosphate {PO43- CAS 14265-44-2} per unit volume of the water body [dissolved plus reactive particulate phase],Millimoles per cubic metre,BIO,mole_concentration_of_phosphate_in_sea_water,MMCM,PHOS,mmol/m^3,mole_concentration_of_phosphate_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CF12N502/,http://vocab.nerc.ac.uk/collection/P01/current/PHOSYYDZ/,PHOSYYDZ
NODC,PHPH,835.0,PHPH,NODC,A,Chemistry,Chimie,dimensionless,sans dimension,,,,,PHXXZZXX,pH per unit volume of the water body,,BIO,sea_water_ph_reported_on_total_scale,,PHPH,,sea_water_ph_reported_on_total_scale,http://vocab.nerc.ac.uk/collection/P07/current/CF14N56/,http://vocab.nerc.ac.uk/collection/P01/current/PHXXZZXX/,PHXXZZXX
NODC,PIV$,841.0,PIV$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,inch of Mercury,pouce de mercure,,,,,,,,,,,,,,,,
NODC,PLAT,846.0,PLAT,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,PLT$,850.0,PLT$,NODC,A,Physical Oceanography,Océanographie physique,percent per metre,pourcentage par mètre,,,,,,,,,,,,,,,,
NODC,PLTN,851.0,PLTN,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,PMT$,853.0,PMT$,NODC,A,Date and time within day,Date et temps dans une journée,second,seconde,,,,,,,,,,,,,,,,
NODC,PNM1,855.0,PNM1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,POC_,858.0,POC_,NODC,A,Biological Oceanography,Océanographie biologique,millimole per metre cube,millimole par mètre cube,,,,,,,,,,,,,,,,
NODC,POF$,860.0,POF$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,decibar,decibar,,,,,,,,,,,,,,,,
NODC,PP1$,875.0,PP1$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
NODC,PP2$,877.0,PP2$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
NODC,PPC$,879.0,PPC$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,milliampere,milliampère,,,,,,,,,,,,,,,,
NODC,PPS$,881.0,PPS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,number,nombre,,,,,,,,,,,,,,,,
NODC,PRES,889.0,PRES,NODC,A,Physical Oceanography,Océanographie physique,decibar,decibar,,,,,PRESPR01,Pressure (spatial co-ordinate) exerted by the water body by profiling pressure sensor and corrected to read zero at sea level,decibars,BIO,sea_water_pressure,UPDB,PRES,decibars,sea_water_pressure,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0330/,http://vocab.nerc.ac.uk/collection/P01/current/PRESPR01/,PRESPR01
NODC,PRHB,891.0,PRHB,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,
NODC,PRO1,895.0,PRO1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,PROJ,897.0,PROJ,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,PRP$,899.0,PRP$,NODC,A,Biological Oceanography,Océanographie biologique,milligram Carbon per metre cube per hour,milligramme carbone par mètre cube par heure,,,,,,,,,,,,,,,,
NODC,PRT$,904.0,PRT$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,,,,,,,,,,,,,
NODC,PSAL,910.0,PSAL,NODC,A,Physical Oceanography,Océanographie physique,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,,PSLTZZ01,Practical salinity of the water body,,BIO,sea_water_practical_salinity,,PSAL,psu,sea_water_practical_salinity,http://vocab.nerc.ac.uk/collection/P07/current/IADIHDIJ/,http://vocab.nerc.ac.uk/collection/P01/current/PSLTZZ01/,PSLTZZ01
NODC,PSP$,915.0,PSP$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,decibar,decibar,,,,,,,,,,,,,,,,
NODC,PTM$,921.0,PTM$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,PTT$,924.0,PTT$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,PVA$,926.0,PVA$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,millibar,millibar,,,,,,,,,,,,,,,,
NODC,PVS$,931.0,PVS$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,volt,volt,,,,,,,,,,,,,,,,
NODC,QAF$,943.0,QAF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,QAO$,944.0,QAO$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,QAP$,945.0,QAP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,QCF$,947.0,QCF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,QCP$,950.0,QCP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,QIF$,954.0,QIF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,QNF$,956.0,QNF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,QNP$,958.0,QNP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,QOF$,959.0,QOF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,QOP$,960.0,QOP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,QPS#,962.0,QPS#,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,QRF$,965.0,QRF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,QRP$,966.0,QRP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,QSF$,967.0,QSF$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,QSP$,969.0,QSP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,QTE#,970.0,QTE#,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,RCRD,978.0,RCRD,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,RCT#,979.0,RCT#,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,text,texte,,,,,,,,,,,,,,,,
NODC,RCT$,981.0,RCT$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,code table,table de code,,,,,,,,,,,,,,,,
NODC,RELH,996.0,RELH,NODC,A,Meteorology,Météorologie,percent,pourcentage,,,,,CHUMZZ01,Relative humidity of the atmosphere,percent,BIO,relative_humidity,UPCT,RELH,%,relative_humidity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0413/,http://vocab.nerc.ac.uk/collection/P01/current/CHUMZZ01/,CHUMZZ01
NODC,REP$,1001.0,REP$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,RTC$,1014.0,RTC$,NODC,A,Physical Oceanography,Océanographie physique,text,texte,,,,,,,,,,,,,,,,
NODC,RTD$,1016.0,RTD$,NODC,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,,,
NODC,RTM$,1018.0,RTM$,NODC,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,
NODC,SAT$,1022.0,SAT$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,SCDT,1027.0,SCDT,NODC,A,Physical Oceanography,Océanographie physique,degree(angle),degré(angle),,,,,,,,,,,,,,,,
NODC,SCR$,1029.0,SCR$,NODC,A,Instrument characteristics,Caractéristiques de l'instrument,second,seconde,,,,,,,,,,,,,,,,
NODC,SCSP,1031.0,SCSP,NODC,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,,,,,,,,,,,,
NODC,SEAS,1044.0,SEAS,NODC,A,Wave,Vague,code table,table de code,,,,,,,,,,,,,,,,
NODC,SEC$,1045.0,SEC$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,SECC,1048.0,SECC,NODC,A,Physical Oceanography,Océanographie physique,metre,mètre,,,,,,,,,,,,,,,,
NODC,SER1,1056.0,SER1,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,SHP#,1061.0,SHP#,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,SLCA,1078.0,SLCA,NODC,A,Chemistry,Chimie,millimole per metre cube,millimole par mètre cube,,,,,SLCAZZXX,Concentration of silicate {SiO44- CAS 17181-37-2} per unit volume of the water body [unknown phase],millimole per cubic metre,BIO,mole_concentration_of_silicate_in_sea_water,MMCM,SLCA,mmol/m^3,mole_concentration_of_silicate_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0810/,http://vocab.nerc.ac.uk/collection/P01/current/SLCAZZXX/,SLCAZZXX
NODC,SOU$,1086.0,SOU$,NODC,A,Geophysics,Géophysique,metre,mètre,,,,,,,,,,,,,,,,
NODC,SPDR,1095.0,SPDR,NODC,A,Position and navigation,Position et navigation,metre per second,mètre par seconde,,,,,,,,,,,,,,,,
NODC,SRT$,1106.0,SRT$,NODC,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,
NODC,SSAL,1110.0,SSAL,NODC,A,Physical Oceanography,Océanographie physique,gram per kilogram,gramme par kilogramme,,,,,ODSDM021,Salinity of the water body,grams per kilogram,BIO,sea_water_salinity,UGKG,SSAL,g/kg,sea_water_salinity,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0331/,http://vocab.nerc.ac.uk/collection/P01/current/ODSDM021/,ODSDM021
NODC,SSD$,1112.0,SSD$,NODC,A,Position and navigation,Position et navigation,metre,mètre,,,,,,,,,,,,,,,,
NODC,SSPS,1114.0,SSPS,NODC,A,Physical Oceanography,Océanographie physique,practical salinity unit (PSS-78),unité de salinité pratique (PSS-78),,,,,,,,,,,,,,,,
NODC,SSSL,1116.0,SSSL,NODC,A,Physical Oceanography,Océanographie physique,gram per kilogram,gramme par kilogramme,,,,,,,,,,,,,,,,
NODC,SSTP,1120.0,SSTP,NODC,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,,,,,,,,,,,,
NODC,STAT,1124.0,STAT,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,STM#,1128.0,STM#,NODC,A,Methods,Méthodes,text,texte,,,,,,,,,,,,,,,,
NODC,STR#,1130.0,STR#,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,SUL$,1140.0,SUL$,NODC,A,Chemistry,Chimie,mole per metre cube,mole par mètre cube,,,,,,,,,,,,,,,,
NODC,SVEL,1146.0,SVEL,NODC,A,Physical Oceanography,Océanographie physique,metre per second,mètre par seconde,,,,,SVELXXXX,Sound velocity in the water body,metres per second,BIO,speed_of_sound_in_sea_water,UVAA,SVEL,m/s,speed_of_sound_in_sea_water,http://vocab.nerc.ac.uk/collection/P07/current/CFSN0316/,http://vocab.nerc.ac.uk/collection/P01/current/SVELXXXX/,SVELXXXX
NODC,SVR$,1148.0,SVR$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,SWDR,1151.0,SWDR,NODC,A,Wave,Vague,degree(angle),degré(angle),,,,,,,,,,,,,,,,
NODC,SWHT,1153.0,SWHT,NODC,A,Wave,Vague,metre,mètre,,,,,,,,,,,,,,,,
NODC,SWPR,1156.0,SWPR,NODC,A,Wave,Vague,second,seconde,,,,,,,,,,,,,,,,
NODC,SYS$,1157.0,SYS$,NODC,A,Special IGOSS Indicator,Indicateur spécial IGOSS,code table,table de code,,,,,,,,,,,,,,,,
NODC,TCID,1180.0,TCID,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,TCN$,1183.0,TCN$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,TCS$,1184.0,TCS$,NODC,A,General purpose,Tout usage,text,texte,,,,,,,,,,,,,,,,
NODC,TDE$,1186.0,TDE$,NODC,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,,,,,,,,,,,,,
NODC,TEMP,1198.0,TEMP,NODC,A,Physical Oceanography,Océanographie physique,degree Celsius,degré Celsius,,,,,TEMPPR01,Temperature of the water body,degrees celsius,BIO,,UPAA,TEMP,degrees c,,,http://vocab.nerc.ac.uk/collection/P01/current/TEMPPR01/,TEMPPR01
NODC,TER$,1201.0,TER$,NODC,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,,,,,,,,,,,,,
NODC,TFF$,1206.0,TFF$,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
NODC,TFS$,1208.0,TFS$,NODC,A,Date and time within day,Date et temps dans une journée,hour,heure,,,,,,,,,,,,,,,,
NODC,TIME,1217.0,TIME,NODC,A,Date and time within day,Date et temps dans une journée,text,texte,,,,,,,,,,,,,,,,
