Vocabulary,name,Users,accepted_units,accepted_scale,accepted_instruments,calibration_review,apply_function,variable_name,long_name,units,instrument,scale,standard_name,sdn_parameter_urn,sdn_parameter_name,sdn_uom_urn,sdn_uom_name,definition,convention,GF3_name,SDN:P01::Alternative Name
IOS,Dimethyl_Sulphide,IOS,nanomole per litre,,,,,,,nanomole per litre,,,,,,SDN:P06::UPNM,Nanomoles per litre,,,,
IOS,Direction:Wind,IOS,degree True,,,,,,,degree True,,,,,,SDN:P06::UABB,Degrees True,,,,
IOS,Ethane,IOS,nanomole per litre,,,,,,,nanomole per litre,,,,,,SDN:P06::UPNM,Nanomoles per litre,,,,
IOS,Ethylene,IOS,nanomole per litre,,,,,,,nanomole per litre,,,,,,SDN:P06::UPNM,Nanomoles per litre,,,,
IOS,Flag:name,IOS,dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,,
IOS,Fluorescence:URU,IOS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
IOS,Fluorescence:URU:Seapoint,IOS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
IOS,Fluorescence:URU:Seatech,IOS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
IOS,Fluorescence:URU:Wetlabs,IOS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
IOS,Hydrogen_Sulfide,IOS,micromole per litre,,,,,,,micromole per litre,,,,,,SDN:P06::UPOX,Micromoles per litre,,,,
IOS,Kraft-Mill_Effluent,IOS,part per million,,,,,,,part per million,,,,,,,,,,,
IOS,Latitude,IOS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,,
IOS,Longitude,IOS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,,
IOS,Methane,IOS,nanomole per litre,,,,,,,nanomole per litre,,,,,,SDN:P06::UPNM,Nanomoles per litre,,,,
IOS,Methylene_Chloride,IOS,picomole per litre,,,,,,,picomole per litre,,,,,,SDN:P06::UPML,Picomoles per litre,,,,
IOS,Nitrate,IOS,micromole per litre,,,,,,,micromole per litre,,,,,,SDN:P06::UPOX,Micromoles per litre,,,,
IOS,Nitrate_plus_Nitrite,IOS,micromole per litre,,,,,,,micromole per litre,,,,,,SDN:P06::UPOX,Micromoles per litre,,,,
IOS,Nitrite,IOS,micromole per litre,,,,,,,micromole per litre,,,,,,SDN:P06::UPOX,Micromoles per litre,,,,
IOS,Nitrogen:Dissolved:Organic,IOS,micromole per litre,,,,,,,micromole per litre,,,,,,SDN:P06::UPOX,Micromoles per litre,,,,
IOS,Nitrogen:Particulate:Organic,IOS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
IOS,Nitrogen:Particulate:Organic,IOS,microgram per litre,,,,,,,microgram per litre,,,,,,SDN:P06::UGPL,Micrograms per litre,,,,
IOS,Nitrogen:Particulate:Total,IOS,micromole per litre,,,,,,,micromole per litre,,,,,,SDN:P06::UPOX,Micromoles per litre,,,,
IOS,Number_of_bin_records,IOS,,,,,,,,,,,,,,,,,,,
IOS,Oxygen:Dissolved,IOS,millilitre per litre,,,,,,,millilitre per litre,,,,,,SDN:P06::UMLL,Millilitres per litre,,,,
IOS,Oxygen:Dissolved,IOS,micromole per kilogram,,,,,,,micromole per kilogram,,,,,,SDN:P06::KGUM,Micromoles per kilogram,,,,
IOS,Oxygen:Dissolved:SBE,IOS,micromole per kilogram,,,,,,,micromole per kilogram,,,,,,SDN:P06::KGUM,Micromoles per kilogram,,,,
IOS,Oxygen:Dissolved:SBE,IOS,millilitre per litre,,,,,,,millilitre per litre,,,,,,SDN:P06::UMLL,Millilitres per litre,,,,
IOS,Oxygen:Isotope:18,IOS,per thousand,,,,,,,per thousand,,,,,,,,,,,
IOS,PAR,IOS,microeinstein per metre square per second,,,,,,,microeinstein per metre square per second,,,,,,,,,,,
IOS,PAR:Reference,IOS,microeinstein per metre square per second,,,,,,,microeinstein per metre square per second,,,,,,,,,,,
IOS,Phaeo-Pigment:Extracted,IOS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
IOS,Phosphate,IOS,micromole per litre,,,,,,,micromole per litre,,,,,,SDN:P06::UPOX,Micromoles per litre,,,,
IOS,Pressure,IOS,decibar,,,,,,,decibar,,,,,,SDN:P06::UPDB,Decibars,,,,
IOS,Pressure:Atmospheric:SeaLevel,IOS,millibar,,,,,,,millibar,,,,,,SDN:P06::UPBB,Millibars,,,,
IOS,Primary:Production,IOS,milligram Carbon per metre cube per hour,,,,,,,milligram Carbon per metre cube per hour,,,,,,,,,,,
IOS,Primary:Production,IOS,milligram Carbon per metre cube per day,,,,,,,milligram Carbon per metre cube per day,,,,,,,,,,,
IOS,Production:Primary,IOS,milligram Carbon per metre cube per day,,,,,,,milligram Carbon per metre cube per day,,,,,,,,,,,
IOS,Production:Primary,IOS,milligram Carbon per metre cube per hour,,,,,,,milligram Carbon per metre cube per hour,,,,,,,,,,,
IOS,Propane,IOS,nanomole per litre,,,,,,,nanomole per litre,,,,,,SDN:P06::UPNM,Nanomoles per litre,,,,
IOS,Propylene,IOS,nanomole per litre,,,,,,,nanomole per litre,,,,,,SDN:P06::UPNM,Nanomoles per litre,,,,
IOS,Record,IOS,,,,,,,,,,,,,,,,,,,
IOS,Salinity,IOS,PSS-78,PSS-78,,,,,,PSS-78,,PSS-78,,,,,,,,,
IOS,Salinity,IOS,,,,,,,,,,,,,,,,,,,
IOS,Salinity,IOS,part per trillion,,,,,,,part per trillion,,,,,,,,,,,
IOS,Salinity:Bottle,IOS,PSS-78,PSS-78,,,,,,PSS-78,,PSS-78,,,,,,,,,
IOS,Salinity:Bottle,IOS,part per thousand,,,,,,,part per thousand,,,,,,,,,,,
IOS,Salinity:T0:C0,IOS,PSS-78,PSS-78,,,,,,PSS-78,,PSS-78,,,,,,,,,
IOS,Salinity:T0:C1,IOS,PSS-78,PSS-78,,,,,,PSS-78,,PSS-78,,,,,,,,,
IOS,Salinity:T1:C0,IOS,PSS-78,PSS-78,,,,,,PSS-78,,PSS-78,,,,,,,,,
IOS,Salinity:T1:C1,IOS,PSS-78,PSS-78,,,,,,PSS-78,,PSS-78,,,,,,,,,
IOS,Sample_Method,IOS,dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,,
IOS,Sample_Number,IOS,,,,,,,,,,,,,,,,,,,
IOS,Silcate,IOS,micromole per litre,,,,,,,micromole per litre,,,,,,SDN:P06::UPOX,Micromoles per litre,,,,
IOS,Silicate,IOS,micromole per litre,,,,,,,micromole per litre,,,,,,SDN:P06::UPOX,Micromoles per litre,,,,
IOS,Silicate:Acidified,IOS,micromole per litre,,,,,,,micromole per litre,,,,,,SDN:P06::UPOX,Micromoles per litre,,,,
IOS,Speed:Wind,IOS,metre per second,,,,,,,metre per second,,,,,,SDN:P06::UVAA,Metres per second,,,,
IOS,Speed:Wind:Gust,IOS,metre per second,,,,,,,metre per second,,,,,,SDN:P06::UVAA,Metres per second,,,,
IOS,Station,IOS,dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,,
IOS,Temperature,IOS,degree Celsius (IPTS-68),IPTS-68,,,,,,degree Celsius (IPTS-68),,IPTS-68,,,,SDN:P06::UPAA,Degrees Celsius,,,,
IOS,Temperature,IOS,degree Celsius (ITS-90),ITS-90,,,,,,degree Celsius (ITS-90),,ITS-90,,,,SDN:P06::UPAA,Degrees Celsius,,,,
IOS,Temperature,IOS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,,
IOS,Temperature,IOS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,,
IOS,Temperature:BT,IOS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,,
IOS,Temperature:Bucket,IOS,degree Celsius (IPTS-68),IPTS-68,,,,,,degree Celsius (IPTS-68),,IPTS-68,,,,SDN:P06::UPAA,Degrees Celsius,,,,
IOS,Temperature:Primary,IOS,degree Celsius (ITS-90),ITS-90,,,,,,degree Celsius (ITS-90),,ITS-90,,,,SDN:P06::UPAA,Degrees Celsius,,,,
IOS,Temperature:Primary,IOS,degree Celsius (IPTS-68),,,,,,,degree Celsius (IPTS-68),,,,,,SDN:P06::UPAA,Degrees Celsius,,,,
IOS,Temperature:Reversing,IOS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,,
IOS,Temperature:Reversing,IOS,degree Celsius (IPTS-68),IPTS-68,,,,,,degree Celsius (IPTS-68),,IPTS-68,,,,SDN:P06::UPAA,Degrees Celsius,,,,
IOS,Temperature:Secondary,IOS,degree Celsius (ITS-90),ITS-90,,,,,,degree Celsius (ITS-90),,ITS-90,,,,SDN:P06::UPAA,Degrees Celsius,,,,
IOS,Temperature:Secondary,IOS,degree Celsius (IPTS-68),IPTS-68,,,,,,degree Celsius (IPTS-68),,IPTS-68,,,,SDN:P06::UPAA,Degrees Celsius,,,,
IOS,Thickness:Ice,IOS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,,
IOS,Time,IOS,,,,,,,,,,,,,,,,,,,
IOS,Total_Suspended_Solids,IOS,part per million by volume,,,,,,,part per million by volume,,,,,,,,,,,
IOS,Total_Suspended_Solids,IOS,milligram per litre,,,,,,,milligram per litre,,,,,,SDN:P06::UMGL,Milligrams per litre,,,,
IOS,Transmissivity,IOS,percent per metre,,,,,,,percent per metre,,,,,,SDN:P06::UPOP,Percent per metre,,,,
IOS,Transmissivity,IOS,percent per five centimetre,,,,,,,percent per five centimetre,,,,,,,,,,,
IOS,pH:NBS,IOS,,,,,,,,,,,,,,,,,,,
IOS,pH:SBE,IOS,,,,,,,,,,,,,,,,,,,
IOS,pH:SWS,IOS,,,,,,,,,,,,,,,,,,,
MEDS,ALTB,MEDS,m|metre,,,,,,,m,,,,,,SDN:P06::ULAA,Metres,,,ALTB,
MEDS,DOXY,MEDS,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,Concentration d'oxygène dissous dans l'eau de mer.  Unités: 'ml/l',,DOXY,
MEDS,PSAR,MEDS,kg/m**3,,,,,,,kg/m**3,,,,,,SDN:P06::UKMC,Kilograms per cubic metre,Radiation photosynthétique active ou   'Photosynthetic active radiation'  unités: 'microEinstein/s/m**2'  Unités: 'kg/m**3',,PSAR,
MEDS,PVAR,MEDS,,,,,,,,,,,,,,,,,,PVAR,
MEDS,TEXT,MEDS,,,,,,,,,,,,,,,,,,TEXT,
NODC,AC2$,NODC,,,,,,,,,,,,,,,,,,,
NODC,ACC$,NODC,,,,,,,,,,,,,,,,,,,
NODC,ACCS,NODC,,,,,,,,,,,,,,,,,,,
NODC,ADDP,NODC,,,,,,,,,,,,,,,,,,,
NODC,ADID,NODC,,,,,,,,,,,,,,,,,,,
NODC,ADPF,NODC,,,,,,,,,,,,,,,,,,,
NODC,AFC$,NODC,,,,,,,,,,,,,,,,,,,
NODC,ALKY,NODC,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,,
NODC,AMON,NODC,millimole per litre cube,,,,,,,millimole per litre cube,,,,,,,,,,,
NODC,ANH$,NODC,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,,
NODC,ANT$,NODC,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,,
NODC,APN$,NODC,,,,,,,,,,,,,,,,,,,
NODC,AQA$,NODC,,,,,,,,,,,,,,,,,,,
NODC,AREA,NODC,,,,,,,,,,,,,,,,,,,
NODC,ARG$,NODC,,,,,,,,,,,,,,,,,,,
NODC,ATMP,NODC,hectopascal,,,,,,,hectopascal,,,,,,SDN:P06::HPAX,Hectopascals,,,,
NODC,ATMS,NODC,hectopascal,,,,,,,hectopascal,,,,,,SDN:P06::HPAX,Hectopascals,,,,
NODC,ATPT,NODC,hectopascal per hour,,,,,,,hectopascal per hour,,,,,,SDN:P06::HPAH,Hectopascals per hour,,,,
NODC,B14$,NODC,volt,,,,,,,volt,,,,,,SDN:P06::UVLT,Volts,,,,
NODC,BATH,NODC,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,,
NODC,BCI$,NODC,,,,,,,,,,,,,,,,,,,
NODC,BMS$,NODC,,,,,,,,,,,,,,,,,,,
NODC,BQA$,NODC,,,,,,,,,,,,,,,,,,,
NODC,BQZ$,NODC,,,,,,,,,,,,,,,,,,,
NODC,BTP$,NODC,,,,,,,,,,,,,,,,,,,
NODC,BV7$,NODC,volt,,,,,,,volt,,,,,,SDN:P06::UVLT,Volts,,,,
NODC,BYM$,NODC,,,,,,,,,,,,,,,,,,,
NODC,CALK,NODC,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,,
NODC,CAST,NODC,,,,,,,,,,,,,,,,,,,
NODC,CCLL,NODC,,,,,,,,,,,,,,,,,,,
NODC,CCVR,NODC,,,,,,,,,,,,,,,,,,,
NODC,CDD$,NODC,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,,
NODC,CDP$,NODC,part per million,,,,,,,part per million,,,,,,,,,,,
NODC,CDX$,NODC,part per million,,,,,,,part per million,,,,,,,,,,,
NODC,CHAC,NODC,,,,,,,,,,,,,,,,,,,
NODC,CHCD,NODC,,,,,,,,,,,,,,,,,,,
NODC,CHDA,NODC,,,,,,,,,,,,,,,,,,,
NODC,CHDP,NODC,,,,,,,,,,,,,,,,,,,
NODC,CHLT,NODC,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
NODC,CHPF,NODC,,,,,,,,,,,,,,,,,,,
NODC,CITW,NODC,,,,,,,,,,,,,,,,,,,
NODC,CLCM,NODC,,,,,,,,,,,,,,,,,,,
NODC,CLDA,NODC,,,,,,,,,,,,,,,,,,,
NODC,CLDT,NODC,,,,,,,,,,,,,,,,,,,
NODC,COND,NODC,,,,,,,,,,,,,,,,,,,
NODC,CORG,NODC,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,,
NODC,CPH$,NODC,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
NODC,CPHL,NODC,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
NODC,CRC$,NODC,,,,,,,,,,,,,,,,,,,
NODC,CRID,NODC,,,,,,,,,,,,,,,,,,,
NODC,CSC1,NODC,,,,,,,,,,,,,,,,,,,
NODC,CSID,NODC,,,,,,,,,,,,,,,,,,,
NODC,CSN$,NODC,,,,,,,,,,,,,,,,,,,
NODC,DATE,NODC,,,,,,,,,,,,,,,,,,,
NODC,DAY$,NODC,,,,,,,,,,,,,,,,,,,
NODC,DBID,NODC,,,,,,,,,,,,,,,,,,,
NODC,DDS$,NODC,,,,,,,,,,,,,,,,,,,
NODC,DEPC,NODC,,,,,,,,,,,,,,,,,,,
NODC,DEPH,NODC,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,,
NODC,DEPP,NODC,,,,,,,,,,,,,,,,,,,
NODC,DEWT,NODC,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,,
NODC,DKT$,NODC,,,,,,,,,,,,,,,,,,,
NODC,DOX$,NODC,millilitre per litre,,,,,,,millilitre per litre,,,,,,SDN:P06::UMLL,Millilitres per litre,,,,
NODC,DOX2,NODC,micromole per kilogram,,,,,,,micromole per kilogram,,,,,,SDN:P06::KGUM,Micromoles per kilogram,,,,
NODC,DOXY,NODC,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,,
NODC,DPC$,NODC,,,,,,,,,,,,,,,,,,,
NODC,DPS$,NODC,hour,,,,,,,hour,,,,,,SDN:P06::UHOR,Hours,,,,
NODC,DRDP,NODC,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,,
NODC,DRHR,NODC,hour,,,,,,,hour,,,,,,SDN:P06::UHOR,Hours,,,,
NODC,DRYT,NODC,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,,
NODC,DT2$,NODC,,,,,,,,,,,,,,,,,,,
NODC,DTE$,NODC,,,,,,,,,,,,,,,,,,,
NODC,D_P$,NODC,,,,,,,,,,,,,,,,,,,
NODC,F11$,NODC,,,,,,,,,,,,,,,,,,,
NODC,F12$,NODC,,,,,,,,,,,,,,,,,,,
NODC,FLAG,NODC,,,,,,,,,,,,,,,,,,,
NODC,FLO1,NODC,milligram per litre,,,,,,,milligram per litre,,,,,,SDN:P06::UMGL,Milligrams per litre,,,,
NODC,FLU1,NODC,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
NODC,FLU2,NODC,volt,,,,,,,volt,,,,,,SDN:P06::UVLT,Volts,,,,
NODC,FRA$,NODC,,,,,,,,,,,,,,,,,,,
NODC,FRE$,NODC,,,,,,,,,,,,,,,,,,,
NODC,FRQ$,NODC,,,,,,,,,,,,,,,,,,,
NODC,FTD#,NODC,dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,,
NODC,FTT#,NODC,hour,,,,,,,hour,,,,,,SDN:P06::UHOR,Hours,,,,
NODC,GCLL,NODC,,,,,,,,,,,,,,,,,,,
NODC,GE1$,NODC,,,,,,,,,,,,,,,,,,,
NODC,GE2$,NODC,,,,,,,,,,,,,,,,,,,
NODC,GG1$,NODC,,,,,,,,,,,,,,,,,,,
NODC,GG2$,NODC,,,,,,,,,,,,,,,,,,,
NODC,GG3$,NODC,,,,,,,,,,,,,,,,,,,
NODC,GGC$,NODC,,,,,,,,,,,,,,,,,,,
NODC,GGCM,NODC,,,,,,,,,,,,,,,,,,,
NODC,GGI$,NODC,,,,,,,,,,,,,,,,,,,
NODC,GGST,NODC,,,,,,,,,,,,,,,,,,,
NODC,GNCO,NODC,,,,,,,,,,,,,,,,,,,
NODC,GNCR,NODC,,,,,,,,,,,,,,,,,,,
NODC,GNOX,NODC,,,,,,,,,,,,,,,,,,,
NODC,GOCO,NODC,,,,,,,,,,,,,,,,,,,
NODC,GOCR,NODC,,,,,,,,,,,,,,,,,,,
NODC,HCDT,NODC,degree|degrees,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,,
NODC,HCSP,NODC,metre per second,,,,,,,metre per second,,,,,,SDN:P06::UVAA,Metres per second,,,,
NODC,HEAD,NODC,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,,
NODC,HHMM,NODC,,,,,,,,,,,,,,,,,,,
NODC,HM2$,NODC,,,,,,,,,,,,,,,,,,,
NODC,HOUR,NODC,hour,,,,,,,hour,,,,,,SDN:P06::UHOR,Hours,,,,
NODC,HTL$,NODC,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,,
NODC,ICD$,NODC,,,,,,,,,,,,,,,,,,,
NODC,ICEF,NODC,,,,,,,,,,,,,,,,,,,
NODC,ICT$,NODC,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,,
NODC,IDEN,NODC,,,,,,,,,,,,,,,,,,,
NODC,INS1,NODC,,,,,,,,,,,,,,,,,,,
NODC,INTE,NODC,,,,,,,,,,,,,,,,,,,
NODC,INTS,NODC,,,,,,,,,,,,,,,,,,,
NODC,IST$,NODC,,,,,,,,,,,,,,,,,,,
NODC,ITS#,NODC,,,,,,,,,,,,,,,,,,,
NODC,LALO,NODC,,,,,,,,,,,,,,,,,,,
NODC,LAT$,NODC,,,,,,,,,,,,,,,,,,,
NODC,LATI,NODC,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,,
NODC,LATP,NODC,,,,,,,,,,,,,,,,,,,
NODC,LDAT,NODC,,,,,,,,,,,,,,,,,,,
NODC,LN2$,NODC,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,,
NODC,LNC$,NODC,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,,
NODC,LOAN,NODC,,,,,,,,,,,,,,,,,,,
NODC,LON$,NODC,,,,,,,,,,,,,,,,,,,
NODC,LONG,NODC,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,,
NODC,LONP,NODC,,,,,,,,,,,,,,,,,,,
NODC,LT2$,NODC,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,,
NODC,LTN#,NODC,,,,,,,,,,,,,,,,,,,
NODC,LYD$,NODC,,,,,,,,,,,,,,,,,,,
NODC,MBN$,NODC,,,,,,,,,,,,,,,,,,,
NODC,MNTH,NODC,,,,,,,,,,,,,,,,,,,
NODC,MNTS,NODC,,,,,,,,,,,,,,,,,,,
NODC,MRT#,NODC,,,,,,,,,,,,,,,,,,,
NODC,NAM$,NODC,,,,,,,,,,,,,,,,,,,
NODC,NH3$,NODC,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,,
NODC,NPA$,NODC,,,,,,,,,,,,,,,,,,,
NODC,NPD$,NODC,,,,,,,,,,,,,,,,,,,
NODC,NPS$,NODC,,,,,,,,,,,,,,,,,,,
NODC,NRP$,NODC,,,,,,,,,,,,,,,,,,,
NODC,NSRF,NODC,,,,,,,,,,,,,,,,,,,
NODC,NTRA,NODC,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,,
NODC,NTRI,NODC,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,,
NODC,NTRZ,NODC,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,,
NODC,NVD$,NODC,,,,,,,,,,,,,,,,,,,
NODC,NVS$,NODC,,,,,,,,,,,,,,,,,,,
NODC,OCC$,NODC,,,,,,,,,,,,,,,,,,,
NODC,OCD$,NODC,,,,,,,,,,,,,,,,,,,
NODC,OCL#,NODC,,,,,,,,,,,,,,,,,,,
NODC,OCP$,NODC,,,,,,,,,,,,,,,,,,,
NODC,OCR$,NODC,,,,,,,,,,,,,,,,,,,
NODC,OID$,NODC,,,,,,,,,,,,,,,,,,,
NODC,OLS#,NODC,,,,,,,,,,,,,,,,,,,
NODC,OMV$,NODC,,,,,,,,,,,,,,,,,,,
NODC,ONM1,NODC,,,,,,,,,,,,,,,,,,,
NODC,OSI$,NODC,,,,,,,,,,,,,,,,,,,
NODC,OXYG,NODC,micromole per kilogram,,,,,,,micromole per kilogram,,,,,,SDN:P06::KGUM,Micromoles per kilogram,,,,
NODC,PAR$,NODC,microeinstein per metre square per second,,,,,,,microeinstein per metre square per second,,,,,,,,,,,
NODC,PAR1,NODC,,,,,,,,,,,,,,,,,,,
NODC,PB1$,NODC,volt,,,,,,,volt,,,,,,SDN:P06::UVLT,Volts,,,,
NODC,PBA$,NODC,volt,,,,,,,volt,,,,,,SDN:P06::UVLT,Volts,,,,
NODC,PBC$,NODC,milliampere,,,,,,,milliampere,,,,,,SDN:P06::UMAM,Milliamps,,,,
NODC,PBP$,NODC,,,,,,,,,,,,,,,,,,,
NODC,PBS$,NODC,,,,,,,,,,,,,,,,,,,
NODC,PBV$,NODC,volt,,,,,,,volt,,,,,,SDN:P06::UVLT,Volts,,,,
NODC,PCA$,NODC,milliampere,,,,,,,milliampere,,,,,,SDN:P06::UMAM,Milliamps,,,,
NODC,PCS$,NODC,milliampere,,,,,,,milliampere,,,,,,SDN:P06::UMAM,Milliamps,,,,
NODC,PDID,NODC,,,,,,,,,,,,,,,,,,,
NODC,PDT$,NODC,,,,,,,,,,,,,,,,,,,
NODC,PEQ$,NODC,,,,,,,,,,,,,,,,,,,
NODC,PFL$,NODC,,,,,,,,,,,,,,,,,,,
NODC,PFN$,NODC,,,,,,,,,,,,,,,,,,,
NODC,PFR$,NODC,,,,,,,,,,,,,,,,,,,
NODC,PGID,NODC,,,,,,,,,,,,,,,,,,,
NODC,PH1$,NODC,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,,
NODC,PHA$,NODC,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,,
NODC,PHOS,NODC,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,,
NODC,PHPH,NODC,dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,,
NODC,PIV$,NODC,inch of Mercury,,,,,,,inch of Mercury,,,,,,,,,,,
NODC,PLAT,NODC,,,,,,,,,,,,,,,,,,,
NODC,PLT$,NODC,percent per metre,,,,,,,percent per metre,,,,,,SDN:P06::UPOP,Percent per metre,,,,
NODC,PLTN,NODC,,,,,,,,,,,,,,,,,,,
NODC,PMT$,NODC,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,,
NODC,PNM1,NODC,,,,,,,,,,,,,,,,,,,
NODC,POC_,NODC,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,,
NODC,POF$,NODC,decibar,,,,,,,decibar,,,,,,SDN:P06::UPDB,Decibars,,,,
NODC,PP1$,NODC,,,,,,,,,,,,,,,,,,,
NODC,PP2$,NODC,,,,,,,,,,,,,,,,,,,
NODC,PPC$,NODC,milliampere,,,,,,,milliampere,,,,,,SDN:P06::UMAM,Milliamps,,,,
NODC,PPS$,NODC,,,,,,,,,,,,,,,,,,,
NODC,PRES,NODC,decibar,,,,,,,decibar,,,,,,SDN:P06::UPDB,Decibars,,,,
NODC,PRHB,NODC,,,,,,,,,,,,,,,,,,,
NODC,PRO1,NODC,,,,,,,,,,,,,,,,,,,
NODC,PROJ,NODC,,,,,,,,,,,,,,,,,,,
NODC,PRP$,NODC,milligram Carbon per metre cube per hour,,,,,,,milligram Carbon per metre cube per hour,,,,,,,,,,,
NODC,PRT$,NODC,,,,,,,,,,,,,,,,,,,
NODC,PSAL,NODC,practical salinity unit (PSS-78),,,,,,,practical salinity unit (PSS-78),,,,,,,,,,,
NODC,PSP$,NODC,decibar,,,,,,,decibar,,,,,,SDN:P06::UPDB,Decibars,,,,
NODC,PTM$,NODC,,,,,,,,,,,,,,,,,,,
NODC,PTT$,NODC,,,,,,,,,,,,,,,,,,,
NODC,PVA$,NODC,millibar,,,,,,,millibar,,,,,,SDN:P06::UPBB,Millibars,,,,
NODC,PVS$,NODC,volt,,,,,,,volt,,,,,,SDN:P06::UVLT,Volts,,,,
NODC,QAF$,NODC,,,,,,,,,,,,,,,,,,,
NODC,QAO$,NODC,,,,,,,,,,,,,,,,,,,
NODC,QAP$,NODC,,,,,,,,,,,,,,,,,,,
NODC,QCF$,NODC,,,,,,,,,,,,,,,,,,,
NODC,QCP$,NODC,,,,,,,,,,,,,,,,,,,
NODC,QIF$,NODC,,,,,,,,,,,,,,,,,,,
NODC,QNF$,NODC,,,,,,,,,,,,,,,,,,,
NODC,QNP$,NODC,,,,,,,,,,,,,,,,,,,
NODC,QOF$,NODC,,,,,,,,,,,,,,,,,,,
NODC,QOP$,NODC,,,,,,,,,,,,,,,,,,,
NODC,QPS#,NODC,,,,,,,,,,,,,,,,,,,
NODC,QRF$,NODC,,,,,,,,,,,,,,,,,,,
NODC,QRP$,NODC,,,,,,,,,,,,,,,,,,,
NODC,QSF$,NODC,,,,,,,,,,,,,,,,,,,
NODC,QSP$,NODC,,,,,,,,,,,,,,,,,,,
NODC,QTE#,NODC,,,,,,,,,,,,,,,,,,,
NODC,RCRD,NODC,,,,,,,,,,,,,,,,,,,
NODC,RCT#,NODC,,,,,,,,,,,,,,,,,,,
NODC,RCT$,NODC,,,,,,,,,,,,,,,,,,,
NODC,RELH,NODC,percent,,,,,,,percent,,,,,,SDN:P06::UPCT,Percent,,,,
NODC,REP$,NODC,,,,,,,,,,,,,,,,,,,
NODC,RTC$,NODC,,,,,,,,,,,,,,,,,,,
NODC,RTD$,NODC,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,,
