Vocabulary,name,Users,accepted_units,accepted_scale,accepted_instruments,calibration_review,apply_function,variable_name,long_name,units,instrument,scale,standard_name,sdn_parameter_urn,sdn_parameter_name,sdn_uom_urn,sdn_uom_name,definition,convention,GF3_name,SDN:P01::Alternative Name
GF3,LATM,MEDS,minute,,,,,,,minute,,,,,,SDN:P06::UMIN,Minutes,,,LATM,
GF3,LBL1,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,LBL1,
GF3,LBSZ,MEDS,,,,,,,,,,,,,,,,Lower size fractioned bin size.,,LBSZ,
GF3,LCF$,MEDS,hertz,,,,,,,hertz,,,,,,SDN:P06::UTHZ,Hertz,,,LCF$,
GF3,LCHL,"BIO,MEDS",mg/m^3,,,,,,,mg/m^3,,,,,,SDN:P06::UMMC,Milligrams per cubic metre,,,LCHL,
GF3,LHIS,"BIO,MEDS",,,,,,,,,,,,,,,,,,LHIS,
GF3,LINC,MEDS,watt per metre square,,,,,,,watt per metre square,,,,,,,,,,LINC,
GF3,LN2$,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,LN2$,
GF3,LNG$,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,LNG$,
GF3,LON#,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,LON#,
GF3,LON$,MEDS,,,,,,,,,,,,,,,,,,LON$,
GF3,LONA,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,LONA,
GF3,LOND,"BIO,IML,MEDS",degrees_east|degree|deg|degrees,,,,,ALONZZ01,,degrees_east,,,longitude,SDN:P01::ALONZZ01,Longitude east,SDN:P06::DEGE,Degrees east,Longitude east,,LOND,Lon
GF3,LONG,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,LONG,
GF3,LONM,MEDS,minute,,,,,,,minute,,,,,,SDN:P06::UMIN,Minutes,,,LONM,
GF3,LOUT,MEDS,watt per metre square,,,,,,,watt per metre square,,,,,,,,,,LOUT,
GF3,LOWF,MEDS,hertz,,,,,,,hertz,,,,,,SDN:P06::UTHZ,Hertz,,,LOWF,
GF3,LPHT,IML,Total scale,,,,,,,Total scale,,,sea_water_ph_reported_on_total_scale,SDN:P01::PHMASSXX,pH (total scale) {pH[T]} of the water body,SDN:P06::UUPH,pH units,,,,Total_pHmass
GF3,LPHA,"BIO,MEDS",mg/m^3,,,,,,,mg/m^3,,,,,,SDN:P06::UMMC,Milligrams per cubic metre,,,LPHA,
GF3,LPLR,MEDS,,,,,,,,,,,,,,,,Procedure includes removal of large plankton ie. jellyfish.,,LPLR,
GF3,LT2$,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,LT2$,
GF3,LTG$,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,LTG$,
GF3,LVLS,MEDS,,,,,,,,,,,,,,,,,,LVLS,
GF3,LW1$,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,LW1$,
GF3,LW2$,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,LW2$,
GF3,LWCT,MEDS,gram per metre cube,,,,,,,gram per metre cube,,,,,,,,,,LWCT,
GF3,MAGC,MEDS,nanotesla,,,,,,,nanotesla,,,,,,SDN:P06::UMAA,Nanoteslas,,,MAGC,
GF3,MAGN,"BIO,IML,MEDS",degree,,,,,MAGDCORR,,degree,,,,SDN:P01::MAGDCORR,Diurnal variation correction of magnetic field of the Earth,SDN:P06::UAAA,Degrees,Diurnal variation correction of magnetic field of the Earth,,MAGN,Mag_DiurCorr
GF3,MAGR,MEDS,nanotesla,,,,,,,nanotesla,,,,,,SDN:P06::UMAA,Nanoteslas,,,MAGR,
GF3,MAGT,MEDS,nanotesla,,,,,,,nanotesla,,,,,,SDN:P06::UMAA,Nanoteslas,,,MAGT,
GF3,MBN$,MEDS,,,,,,,,,,,,,,,,,,MBN$,
GF3,MDVP,BIO,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,MDVP,
GF3,MINS,MEDS,minute,,,,,,,minute,,,,,,SDN:P06::UMIN,Minutes,,,MINS,
GF3,MMFX,MEDS,,,,,,,,,,,,,,,,,,MMFX,
GF3,MMMM,MEDS,,,,,,,,,,,,,,,,,,MMMM,
GF3,MMN$,MEDS,metre,,,,,,,metre,,,,,,SDN:P06::ULAA,Metres,,,MMN$,
GF3,MMPO,MEDS,,,,,,,,,,,,,,,,Information taxonomique additionnelle,,MMPO,
GF3,MNS$,MEDS,practical salinity unit (PSS-78),PSS-78,,,,,,practical salinity unit (PSS-78),,PSS-78,,,,,,,,MNS$,
GF3,MNSV,"BIO,MEDS",microns,,,,,,,microns,,,,,,SDN:P06::UMIC,Micrometres (microns),,,MNSV,
GF3,MNSZ,"BIO,MEDS",microns,,,,,,,microns,,,,,,SDN:P06::UMIC,Micrometres (microns),,,MNSZ,
GF3,MNT$,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,MNT$,
GF3,MNTH,MEDS,,,,,,,,,,,,,,,,,,MNTH,
GF3,MODF,BIO,,,,,,,,,,,,,,,,,,MODF,
GF3,MRT#,MEDS,,,,,,,,,,,,,,,,,,MRT#,
GF3,MSIZ,MEDS,,,,,,,,,,,,,,,,Net mesh size (microns).,,MSIZ,
GF3,MSQD,MEDS,,,,,,,,,,,,,,,,Meters squared flag [Y or N] Ok to use for standing stock calc.,,MSQD,
GF3,MTH$,MEDS,,,,,,,,,,,,,,,,,,MTH$,
GF3,MXS$,MEDS,practical salinity unit (PSS-78),PSS-78,,,,,,practical salinity unit (PSS-78),,PSS-78,,,,,,,,MXS$,
GF3,MXSV,MEDS,,,,,,,,,,,,,,,,Largest sieve used (microns).,,MXSV,
GF3,MXSZ,MEDS,microns,,,,,,,microns,,,,,,SDN:P06::UMIC,Micrometres (microns),Maximum size of organisms (microns),,MXSZ,
GF3,MXT$,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,MXT$,
GF3,NAM$,MEDS,,,,,,,,,,,,,,,,,,NAM$,
GF3,NBD1,MEDS,,,,,,,,,,,,,,,,,,NBD1,
GF3,NBIN,MEDS,dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,NBIN,
GF3,NBL1,MEDS,,,,,,,,,,,,,,,,,,NBL1,
GF3,NDM$,MEDS,,,,,,,,,,,,,,,,,,NDM$,
GF3,NDS$,MEDS,,,,,,,,,,,,,,,,,,NDS$,
GF3,NET$,MEDS,micrometre,,,,,,,micrometre,,,,,,SDN:P06::UMIC,Micrometres (microns),,,NET$,
GF3,NETR,"BIO,IML,MEDS",watts/ m^3|watt per metre square,,,,,,,watts/ m^3,,,solar_irradiance,,,SDN:P06::UWCM,Watts per cubic metre,,,NETR,
GF3,NH3$,MEDS,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,NH3$,
GF3,NID#,MEDS,,,,,,,,,,,,,,,,,,NID#,
GF3,NIPO,MEDS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,NIPO,
GF3,NIRR,MEDS,watt per metre square,,,,,,,watt per metre square,,,,,,,,,,NIRR,
GF3,NONE,"BIO,IML",dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,NONE,
GF3,NORG,"BIO,IML,MEDS",mmol/m^3|millimole per metre cube,,,,,DONXXXX1,,mmol/m^3,,,,SDN:P01::DONXXXX1,Concentration of organic nitrogen {organic_N} {DON} per unit volume of the water body [dissolved plus reactive particulate <GF/F phase],SDN:P06::MMCM,Millimoles per cubic metre,Concentration of organic nitrogen {organic_N} {DON} per unit volume of the water body [dissolved plus reactive particulate <GF/F phase],,NORG,DON_GF/Ffilt
GF3,NPA$,MEDS,,,,,,,,,,,,,,,,,,NPA$,
GF3,NPD$,MEDS,,,,,,,,,,,,,,,,,,NPD$,
GF3,NPS$,MEDS,,,,,,,,,,,,,,,,,,NPS$,
GF3,NPT#,MEDS,,,,,,,,,,,,,,,,,,NPT#,
GF3,NRP$,MEDS,,,,,,,,,,,,,,,,,,NRP$,
GF3,NSB$,MEDS,,,,,,,,,,,,,,,,,,NSB$,
GF3,NSCM,"BIO,IML,MEDS",m/s|metre per second,,,,,,,m/s,,,northward_sea_water_velocity,,,SDN:P06::UVAA,Metres per second,,,NSCM,
GF3,NSCS,MEDS,mm/s,,,,,,,mm/s,,,,,,SDN:P06::UVCC,Millimetres per second,North (true) Component of Current (mm/s),,NSCS,
GF3,NSCT,"BIO,IML,MEDS",m/s|metre per second|M/s,,,,,,,m/s,,,northward_sea_water_velocity,,,SDN:P06::UVAA,Metres per second,,,NSCT,
GF3,NSU$,MEDS,,,,,,,,,,,,,,,,,,NSU$,
GF3,NTHR,MEDS,hour,,,,,,,hour,,,,,,SDN:P06::UHOR,Hours,,,NTHR,
GF3,NTMN,MEDS,minute,,,,,,,minute,,,,,,SDN:P06::UMIN,Minutes,,,NTMN,
GF3,NTOT,"BIO,IML,MEDS",mmol/m^3|millimole per metre cube,,,,,MDMAP013,,mmol/m^3,,,,SDN:P01::MDMAP013,Concentration of total nitrogen {total_N} per unit volume of the water body [particulate >unknown phase],SDN:P06::MMCM,Millimoles per cubic metre,Concentration of total nitrogen {total_N} per unit volume of the water body [particulate >unknown phase],,NTOT,PON
GF3,NTRA,"BIO,IML,MEDS",mmol/m^3|millimole per metre cube,,,,,NTRAXXDZ,,mmol/m^3,,,mole_concentration_of_nitrate_in_sea_water,SDN:P01::NTRAXXDZ,Concentration of nitrate {NO3- CAS 14797-55-8} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],SDN:P06::MMCM,Millimoles per cubic metre,Concentration of nitrate {NO3- CAS 14797-55-8} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],,NTRA,NO3_Filt
GF3,NTRI,"BIO,IML,MEDS",mmol/m^3|millimole per metre cube,,,,,NTRIXXDZ,,mmol/m^3,,,mole_concentration_of_nitrite_in_sea_water,SDN:P01::NTRIXXDZ,Concentration of nitrite {NO2- CAS 14797-65-0} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],SDN:P06::MMCM,Millimoles per cubic metre,Concentration of nitrite {NO2- CAS 14797-65-0} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],,NTRI,NO2_Filt
GF3,NTRZ,"BIO,IML,MEDS",mmol/m^3|millimole per metre cube,,,,,NTRZXXDZ,,mmol/m^3,,,mole_concentration_of_nitrate_and_nitrite_in_sea_water,SDN:P01::NTRZXXDZ,Concentration of nitrate+nitrite {NO3+NO2} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],SDN:P06::MMCM,Millimoles per cubic metre,Concentration of nitrate+nitrite {NO3+NO2} per unit volume of the water body [dissolved plus reactive particulate <unknown phase],,NTRZ,NO3+NO2_Filt
GF3,NTSC,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,NTSC,
GF3,NUL$,MEDS,,,,,,,,,,,,,,,,,,NUL$,
GF3,NUM,BIO,,,,,,,,,,,,,,,,,,NUM,
GF3,NUM$,MEDS,,,,,,,,,,,,,,,,,,NUM$,
GF3,NUM_,"IML,MEDS",dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,NUM_,
GF3,NVD$,MEDS,,,,,,,,,,,,,,,,,,NVD$,
GF3,NVS$,MEDS,,,,,,,,,,,,,,,,,,NVS$,
GF3,NWAV,MEDS,,,,,,,,,,,,,,,,,,NWAV,
GF3,O18$,MEDS,,,,,,,,,,,,,,,,,,O18$,
GF3,OBSS,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,OBSS,
GF3,OCL#,MEDS,,,,,,,,,,,,,,,,,,OCL#,
GF3,OCP$,MEDS,,,,,,,,,,,,,,,,,,OCP$,
GF3,OCR$,MEDS,,,,,,,,,,,,,,,,,,OCR$,
GF3,OCUR,"BIO,IML,MEDS",uA|microampere|ua,,,,,OXYCRW01_uA,,uA,,,,SDN:P01::OXYCRW01,Raw signal (current) of instrument output by oxygen sensor,,,Raw signal (current) of instrument output by oxygen sensor,,OCUR,RawOxyMembCurr
GF3,OCUR,"BIO,IML,MEDS",mA|milliampere|ma,,,,,OXYCRW01_mA,,mA,,,,SDN:P01::OXYCRW01,Raw signal (current) of instrument output by oxygen sensor,,,Raw signal (current) of instrument output by oxygen sensor,,OCUR,RawOxyMembCurr
GF3,ODD1,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,ODD1,
GF3,ODD2,MEDS,degree,,,,,,,degree,,,,,,SDN:P06::UAAA,Degrees,,,ODD2,
GF3,OEN$,MEDS,,,,,,,,,,,,,,,,,,OEN$,
GF3,OID$,MEDS,,,,,,,,,,,platform_name,,,,,,,OID$,
GF3,OLP$,MEDS,milligram per metre square,,,,,,,milligram per metre square,,,,,,,,,,OLP$,
GF3,OLS#,MEDS,,,,,,,,,,,,,,,,,,OLS#,
GF3,OLW$,MEDS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,OLW$,
GF3,ONM1,MEDS,,,,,,,,,,,,,,,,,,ONM1,
GF3,OPPR,"BIO,IML",dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,OPPR,
GF3,OSAT,"BIO,IML,MEDS",percent|%,,,,,OXYSZZ01,,percent,,,fractional_saturation_of_oxygen_in_sea_water,SDN:P01::OXYSZZ01,Saturation of oxygen {O2 CAS 7782-44-7} in the water body [dissolved plus reactive particulate phase],SDN:P06::UPCT,Percent,Saturation of oxygen {O2 CAS 7782-44-7} in the water body [dissolved plus reactive particulate phase],,OSAT,O2Sat
GF3,OSI$,MEDS,,,,,,,,,,,,,,,,,,OSI$,
GF3,OTMP,"BIO,IML,MEDS",degree Celsius|degrees C,,,,,OXYTPR01,,degree Celsius,,,,SDN:P01::OXYTPR01,Temperature of oxygen sensor membrane,SDN:P06::UPAA,Degrees Celsius,Temperature of oxygen sensor membrane,,OTMP,OxyMembTemp
GF3,OXS$,MEDS,percent,,,,,,,percent,,,,,,SDN:P06::UPCT,Percent,,,OXS$,
GF3,OXV_,"IML,MEDS",volt|V|volts,,,,,,,volt,,,,,,SDN:P06::UVLT,Volts,,,OXV_,
GF3,OXYG,"BIO,IML,MEDS",umol/kg|micromole per kilogram,,,,,DOXMZZXX,,umol/kg,,,,SDN:P01::DOXMZZXX,Concentration of oxygen {O2 CAS 7782-44-7} per unit mass of the water body [dissolved plus reactive particulate phase],SDN:P06::KGUM,Micromoles per kilogram,Concentration of oxygen {O2 CAS 7782-44-7} per unit mass of the water body [dissolved plus reactive particulate phase],,OXYG,DissO2_Mass
GF3,OXYV,BIO,volts|V,,,,,OXYOCPVL,,volts,,,,SDN:P01::OXYOCPVL,Raw signal (voltage) of instrument output by oxygen sensor,SDN:P06::UVLT,Volts,Raw signal (voltage) of instrument output by oxygen sensor,,OXYV,Oxy_output_V
GF3,PAD$,MEDS,,,,,,,,,,,,,,,,,,PAD$,
GF3,PAIR,MEDS,,,,,,,,,,,,,,,,,,PAIR,
GF3,PAR$,MEDS,microeinstein per metre square per second,,,,,,,microeinstein per metre square per second,,,,,,,,,,PAR$,
GF3,PAR0,MEDS,microeinstein per metre square per second,,,,,,,microeinstein per metre square per second,,,,,,,,,,PAR0,
GF3,PAR1,MEDS,,,,,,,,,,,,,,,,,,PAR1,
GF3,PB1$,MEDS,volt,,,,,,,volt,,,,,,SDN:P06::UVLT,Volts,,,PB1$,
GF3,PBA$,MEDS,volt,,,,,,,volt,,,,,,SDN:P06::UVLT,Volts,,,PBA$,
GF3,PBC$,MEDS,milliampere,,,,,,,milliampere,,,,,,SDN:P06::UMAM,Milliamps,,,PBC$,
GF3,PBN$,MEDS,volt,,,,,,,volt,,,,,,SDN:P06::UVLT,Volts,,,PBN$,
GF3,PBP$,MEDS,inch of Mercury,,,,,,,inch of Mercury,,,,,,,,,,PBP$,
GF3,PBS$,MEDS,,,,,,,,,,,,,,,,,,PBS$,
GF3,PBV$,MEDS,volt,,,,,,,volt,,,,,,SDN:P06::UVLT,Volts,,,PBV$,
GF3,PCA$,MEDS,milliampere,,,,,,,milliampere,,,,,,SDN:P06::UMAM,Milliamps,,,PCA$,
GF3,PCGD,BIO,percent,,,,,,,percent,,,,,,SDN:P06::UPCT,Percent,,,PCGD,
GF3,PCS$,MEDS,milliampere,,,,,,,milliampere,,,,,,SDN:P06::UMAM,Milliamps,,,PCS$,
GF3,PDR$,MEDS,,,,,,,,,,,,,,,,,,PDR$,
GF3,PDT$,MEDS,,,,,,,,,,,,,,,,,,PDT$,
GF3,PDV$,MEDS,centimetre cube,,,,,,,centimetre cube,,,,,,,,,,PDV$,
GF3,PEA$,MEDS,kilogram metre per second square,,,,,,,kilogram metre per second square,,,,,,,,,,PEA$,
GF3,PEQ$,MEDS,,,,,,,,,,,,,,,,,,PEQ$,
GF3,PERI,BIO,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,PERI,
GF3,PFL$,MEDS,,,,,,,,,,,,,,,,,,PFL$,
GF3,PFN$,MEDS,,,,,,,,,,,,,,,,,,PFN$,
GF3,PFR$,MEDS,,,,,,,,,,,,,,,,,,PFR$,
GF3,PGDP,BIO,percent,,,,,,,percent,,,,,,SDN:P06::UPCT,Percent,,,PGDP,
GF3,PGI#,MEDS,,,,,,,,,,,,,,,,,,PGI#,
GF3,PH1$,MEDS,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,PH1$,
GF3,PHA$,MEDS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,PHA$,
GF3,PHA_,"BIO,IML,MEDS",mg/m^3,,,,,PHAEZZXX,,mg/m^3,,,,SDN:P01::PHAEZZXX,Concentration of phaeopigments {pheopigments} per unit volume of the water body [particulate >unknown phase],SDN:P06::UMMC,Milligrams per cubic metre,Concentration of phaeopigments {pheopigments} per unit volume of the water body [particulate >unknown phase],,PHA_,Phae_unspec
GF3,PHDL,MEDS,i.e. day-light| moonlight| twilight| etc.,,,,,,,i.e. day-light,,,,,,,,"Used to identify the state or phase of the day (i.e. day-light, moonlight, twilight, etc.)",,PHDL,
GF3,PHI$,MEDS,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,PHI$,
GF3,PHNB,MEDS,National Bureau of Standards,,,,,,,National Bureau of Standards,,,,,,,,,,PHNB,
GF3,PHOS,"BIO,IML,MEDS",mmol/m^3|millimole per metre cube,,,,,PHOSYYDZ,,mmol/m^3,,,mole_concentration_of_phosphate_in_sea_water,SDN:P01::PHOSYYDZ,Concentration of phosphate {PO43- CAS 14265-44-2} per unit volume of the water body [dissolved plus reactive particulate phase],SDN:P06::MMCM,Millimoles per cubic metre,Concentration of phosphate {PO43- CAS 14265-44-2} per unit volume of the water body [dissolved plus reactive particulate phase],,PHOS,PO4_Unfilt
GF3,PHPH,"BIO,IML,MEDS",dimensionless,,,,,PHXXZZXX,,dimensionless,,,sea_water_ph_reported_on_total_scale,SDN:P01::PHXXZZXX,pH (unspecified scale) of the water body,SDN:P06::UUUU,Dimensionless,pH per unit volume of the water body,,PHPH,pH
GF3,PHSC,MEDS,,,,,,,,,,,,,,,,,,PHSC,
GF3,PHY,BIO,10^3 cells/ L,,,,,,,10^3 cells/ L,,,,,,,,,,PHY,
GF3,PHY$,MEDS,kilolitre,,,,,,,kilolitre,,,,,,,,,,PHY$,
GF3,PHY_,MEDS,,,,,,,,,,,,,,,,Number of phytoplanktonic cells counted [10**3cells/L],,PHY_,
GF3,PIM$,MEDS,gram per metre cube,,,,,,,gram per metre cube,,,,,,,,,,PIM$,
GF3,PIM_,"BIO,IML,MEDS",g/m^3,,,,,,,g/m^3,,,,,,SDN:P06::UGMC,Grams per cubic metre,,,PIM_,
GF3,PIV$,MEDS,inch of Mercury,,,,,,,inch of Mercury,,,,,,,,,,PIV$,
GF3,PKS$,MEDS,practical salinity unit (PSS-78),,,,,,,practical salinity unit (PSS-78),,,,,,,,,,PKS$,
GF3,PKT$,MEDS,degree Celsius,,,,,,,degree Celsius,,,,,,SDN:P06::UPAA,Degrees Celsius,,,PKT$,
GF3,PLA#,MEDS,,,,,,,,,,,,,,,,,,PLA#,
GF3,PLAT,MEDS,,,,,,,,,,,,,,,,,ICES/SDN PLATFORM CODES,PLAT,
GF3,PLK$,MEDS,gram per thousand metre cube,,,,,,,gram per thousand metre cube,,,,,,,,,,PLK$,
GF3,PLNK,MEDS,cubic millimeter per cubic meter,,,,,,,cubic millimeter per cubic meter,,,,,,SDN:P06::CMCM,Cubic millimetres per cubic metre,,,PLNK,
GF3,PLT$,MEDS,percent per metre,,,,,,,percent per metre,,,,,,SDN:P06::UPOP,Percent per metre,,,PLT$,
GF3,PLT_,"BIO,MEDS",percent,,,,,PCTIRRXX,,percent,,,,SDN:P01::PCTIRRXX,Proportion of sub-surface irradiance (PAR wavelengths) {Percent light depth},SDN:P06::UPCT,Percent,Proportion of sub-surface irradiance (PAR wavelengths) {Percent light depth},,PLT_,PctLight
GF3,PMT$,MEDS,second,,,,,,,second,,,,,,SDN:P06::UTBB,Seconds,,,PMT$,
GF3,PNM1,MEDS,,,,,,,,,,,platform_name,,,,,,,PNM1,
GF3,POC$,MEDS,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,POC$,
GF3,POC_,"BIO,IML,MEDS",mmol/ m^3,,,,,,,mmol/ m^3,,,ocean_mass_content_of_particulate_organic_matter_expressed_as_carbon,,,SDN:P06::MMCM,Millimoles per cubic metre,,,POC_,
GF3,POF$,MEDS,decibar,,,,,,,decibar,,,,,,SDN:P06::UPDB,Decibars,,,POF$,
GF3,POI$,MEDS,,,,,,,,,,,,,,,,,,POI$,
GF3,POM$,MEDS,gram per metre cube,,,,,,,gram per metre cube,,,,,,,,,,POM$,
GF3,POM_,"BIO,IML,MEDS",g/m^3,,,,,,,g/m^3,,,,,,SDN:P06::UGMC,Grams per cubic metre,,,POM_,
GF3,PON$,MEDS,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,PON$,
GF3,PON_,"BIO,IML,MEDS",mmol/ m^3,,,,,,,mmol/ m^3,,,,,,SDN:P06::MMCM,Millimoles per cubic metre,,,PON_,
GF3,PHT_,IML,Total scale,,bottle|sample,,,,,Total scale,bottle,,sea_water_ph_reported_on_total_scale,SDN:P01::PHMASSXX,pH (total scale) {pH[T]} of the water body,SDN:P06::UUPH,pH units,,,,Total_pHmass
GF3,POTM,"BIO,IML,MEDS","degree Celsius|IPTS-68, deg C|degrees C|ITS-68, deg C",,,,,POTMCV01,,degree Celsius,,,sea_water_potential_temperature,SDN:P01::POTMCV01,Potential temperature of the water body by computation using UNESCO 1983 algorithm,SDN:P06::UPAA,Degrees Celsius,,,POTM,WC_Potemp
GF3,POTM,"BIO,IML,MEDS","degree Celsius|IPTS-68, deg C|degrees C|ITS-68, deg C",IPTS-68,,,,POTMS601,,degree Celsius,,IPTS-68,sea_water_potential_temperature,SDN:P01::POTMS601,"Potential temperature of the water body by CTD and computation from pressure, salinity and IPTS-68 temperature using UNESCO algorithm",SDN:P06::UPAA,Degrees Celsius,,,POTM,Potemp_ipts68
GF3,POXY,MEDS,millimole per metre cube,,,,,,,millimole per metre cube,,,,,,,,,,POXY,
GF3,PP1$,MEDS,,,,,,,,,,,,,,,,,,PP1$,
GF3,PP2$,MEDS,,,,,,,,,,,,,,,,,,PP2$,
GF3,PPC$,MEDS,milliampere,,,,,,,milliampere,,,,,,SDN:P06::UMAM,Milliamps,,,PPC$,
GF3,PPR,BIO,mgC/ m^3/h,,,,,,,mgC/ m^3/h,,,net_primary_production_of_biomass_expressed_as_carbon_per_unit_volume_in_sea_water,,,,,,,PPR,
GF3,PPS$,MEDS,,,,,,,,,,,,,,,,,,PPS$,
GF3,PPTR,"BIO,IML",dimensionless,,,,,,,dimensionless,,,,,,SDN:P06::UUUU,Dimensionless,,,PPTR,
GF3,PRC$,MEDS,decibar,,,,,,,decibar,,,,,,SDN:P06::UPDB,Decibars,,,PRC$,
GF3,PREA,MEDS,decibar,,,,,,,decibar,,,,,,SDN:P06::UPDB,Decibars,,,PREA,
GF3,POTM,"BIO,IML,MEDS","degree Celsius|IPTS-68, deg C|degrees C|ITS-68, deg C",,,,,,,degree Celsius,,,sea_water_potential_temperature,,,SDN:P06::UPAA,Degrees Celsius,,,POTM,
GF3,PRHB,MEDS,,,,,,,,,,,,,,,,,,PRHB,
GF3,PRK$,MEDS,metre per decibar,,,,,,,metre per decibar,,,,,,,,,,PRK$,
GF3,PRO#,MEDS,,,,,,,,,,,,,,,,,,PRO#,
GF3,PRO1,MEDS,,,,,,,,,,,,,,,,,,PRO1,
GF3,PRO2,MEDS,,,,,,,,,,,,,,,,,,PRO2,
GF3,PROC,"BIO,MEDS",,,,,,,,,,,,,,,,,,PROC,
GF3,PRP$,MEDS,milligram Carbon per metre cube per hour,,,,,,,milligram Carbon per metre cube per hour,,,,,,,,,,PRP$,
GF3,PRP_,"BIO,MEDS",,,,,,,,,,,,,,,,,,PRP_,
GF3,PRQ$,MEDS,milligram Carbon per metre cube per hour,,,,,,,milligram Carbon per metre cube per hour,,,,,,,,,,PRQ$,
GF3,PRRT,MEDS,millimetre per hour,,,,,,,millimetre per hour,,,,,,SDN:P06::MMPH,Millimetres per hour,,,PRRT,
GF3,PRSN,"BIO,MEDS",,,,,,,,,,,,,,,,,,PRSN,
GF3,PRSV,"BIO,MEDS",,,,,,,,,,,,,,,,,,PRSV,
GF3,PRSX,BIO,milligram per metre cube,,,,,,,milligram per metre cube,,,,,,,,,,PRSX,
GF3,PRT$,MEDS,,,,,,,,,,,,,,,,,,PRT$,
GF3,PRTN,MEDS,millimetre,,,,,,,millimetre,,,,,,SDN:P06::UXMM,Millimetres,,,PRTN,
GF3,PRV$,MEDS,metre per second,,,,,,,metre per second,,,,,,SDN:P06::UVAA,Metres per second,,,PRV$,
GF3,PRES,"BIO,IML,MEDS",decibar|decibars|db,,,,,PRESPR01,Sea Pressure,decibar,,,sea_water_pressure,SDN:P01::PRESPR01,Pressure (spatial coordinate) exerted by the water body by profiling pressure sensor and correction to read zero at sea level,SDN:P06::UPDB,Decibars,Pressure (spatial coordinate) exerted by the water body by profiling pressure sensor and correction to read zero at sea level,,PRES,Pres_Z
GF3,PSAL,"BIO,IML,MEDS",1e-3|psu|PSU|practical salinity unit (PSS-78)||none,PSS-78,,,,PSLTZZ01,,1e-3,,PSS-78,sea_water_practical_salinity,SDN:P01::PSLTZZ01,Practical salinity of the water body,,,Practical salinity of the water body,,PSAL,P_sal
GF3,PSAL,"BIO,IML,MEDS",1e-3|psu|PSU|practical salinity unit (PSS-78)||none,PSS-78,CTD|STD|GUILDLINE|GUILDLN\.*|SBE\s*19|SBE\s*9|SBE\s*37|SBE\s*25|Microcat|Maestro|Concerto|XR\-*620|XR\-*420,,,PSALST01,,1e-3,CTD,PSS-78,sea_water_practical_salinity,SDN:P01::PSALST01,Practical salinity of the water body by CTD and computation using UNESCO 1983 algorithm,,,Practical salinity of the water body,,PSAL,P_sal_CTD
GF3,PSAL,"BIO,IML,MEDS",1e-3|psu|PSU|practical salinity unit (PSS-78)||none,PSS-78,bottle|sample,,,PSALBSTX,,1e-3,bottle,PSS-78,sea_water_practical_salinity,SDN:P01::PSALBSTX,Practical salinity of the water body by bench salinometer and computation using UNESCO 1983 algorithm,,,Practical salinity of the water body,,PSAL,P_sal_salinom
